"Id","Title"
"44066","(via folder) Office documents should end as 'IUnknownFileMetadata' (Archive item saved to path D:\DATA\TIM\InfomedicsFactoring_Mediation_ClaimFile_Invalid\date-bad\filename])"
"44067","(decomposer) Invoke handler for IAcquiredClaimFile__impl, see that when file is not artificial, the file is deleted from convertedFiles table"
"44068","(decomposer) Invoke handler for ExaminedIncorrectClaimFileHandler, see that fileHash in rawfiles db is cleared and archive items in db are added"
"44069","(decomposer) Invoke handler for ITimMediationProvisionValidationResult (formats AP304, MZ301, LH307) see that claims or provisions are published"
"44070","(decomposer) Invoke handler for IInvalidClaimFileMetadata, see that fileHash in rawfiles db is cleared and archive items in db are added (if its wasnt processed earlier)"
"44071","(decomposer) Invoke handler for IValidClaimFileMetadata, see that claims or provisions are published"
"44072","First delivery accept"
"44073","First delivery reject"
"44074","Check duplication by name on Inzicht/TIMUI"
"44075","Check duplication by content on Inzicht/TIMUI"
"44076","Compare results of processed file in webapi..claimmodels between new and old version"
"44077","Compare results of processed file in webapi..claimfilemodels between new and old version"
"44078","Compare few messages from tim_audit..audit table for processed file between new and old version for LH/AP"
"44079","Compare few messages from tim_audit..audit table for processed file between new and old version for GDSv1/v2"
"44080","Compare few messages from tim_audit..audit table for processed file between new and old version for MZ301"
"44081","Compare few messages from tim_audit..audit table for processed file between new and old version for ZH308 ( especially check details line 06/16"
"44082","Check RBC rules for problems with footer and header"
"44083","Check outbox tables, transactions, service is still working"
"44084","Check limits for files (100mb) in api"
"44085","Check authorziation claims: CanUploadClaimFiles CanDownloadClaimFiles CanUploadCorrectedClaimFiles"
"44086","Download ClaimFile <> XML by TIMUI"
"44087","Download ClaimFile = XML by TIMUI"
"44088","check  [TIM_Mediation].[dbo].[BlobRawFileNumberGen]"
"44089","check removed tables from Mediation: BlobRawFileMetadata, next and next ????"
"44090","Performance test for example 100 files on new and old env and check whether is not worse than on older ver"
"44091","Check BlobRawFilesStore for old and new ver"
"44092","Check admin code from the filename"
"44093","Check admin code from the file's body"
"44094","Check request from mediation api (inzicht ) whether parametr SelectedContractNo is present"
"44095","to check tresholds for API mediation ???"
"44096","Check VSP configuration in IR Broker"
"44097","Check VSP configuration in Clearing"
"44098","Input GDSv1 file through VSPSOAP channel"
"44099","Input GDSv2 file in VMSSOAP flow"
"44100","Input Offset file in VMSSOAP flow (ZH file)"
"44101","Make an answer for GDSv1 file in VMSSOAP flow (0% promise)"
"44102","Make an answer for GDSv1 file in VMSSOAP flow (100% promise)"
"44103","Make an answer for GDSv1 file in VMSSOAP flow (1-99% promise)"
"44104","Check IR statuses for GDSv1"
"44105","Check IR statuses for GDSv2"
"44106","Check IR amounts in Clering and IR Broker DBs for GDSv1"
"44107","Check Resend action for GDSv1"
"44108","Check PDF generation for GDSv1"
"44109","Check notes generation for GDSv1"
"44110","Check codes on different levels (files, claim, claimlines) for GDSv1"
"44111","Check IR Broker/Clearing logs"
"44112","Check WebApi DBs for GDSv1"
"44113","Check IC payments for GDSv1"
"44114","Check IRC for GDSv1"
"44115","Check Stop and closing action for GDSv1 files in Clearing"
"44116","Make an answer for GDSv2 file in VMSSOAP flow (0% promise)"
"44117","Make an answer for GDSv2 file in VMSSOAP flow (100% promise)"
"44118","Make an answer for GDSv2 file in VMSSOAP flow (1-99% promise)"
"44119","Check IR statuses for GDSv2"
"44120","Check IR amounts in Clering and IR Broker DBs for GDSv2"
"44121","Check Resend action for GDSv2"
"44122","Check PDF generation for GDSv2"
"44123","Check notes generation for GDSv2"
"44124","Check codes on different levels (files, claim, claimlines) for GDSv2"
"44125","Check IR Broker/Clearing logs for GDSv2"
"44126","Check WebApi DBs for GDSv2"
"44127","Check IC payments for GDSv2"
"44128","Check IRC for GDSv2"
"44129","Check Stop and closing action for GDSv2 files in Clearing"
"44130","Check Trajectory lines for GDSv2"
"44131","Check AGB register flow for GDSv1 and GDSv2 in correlation with Clearing"
"44132","Make an answer for ZH308 file in VMSSOAP flow (0% promise)"
"44133","Make an answer for ZH308 file in VMSSOAP flow (100% promise)"
"44134","Make an answer for ZH308 file in VMSSOAP flow (1-99% promise)"
"44135","Check IR statuses for ZH308"
"44136","Check IR amounts in Clering and IR Broker DBs for ZH308"
"44137","Check Resend action for ZH308"
"44138","Check PDF generation for ZH308"
"44139","Check notes generation for ZH308"
"44140","Check codes on different levels (files, claim, claimlines, claim sublines) for ZH308"
"44141","Check IR Broker/Clearing logs for ZH308"
"44142","Check WebApi DBs for ZH308"
"44143","Check IC payments for ZH308"
"44144","Check IRC for ZH308"
"44145","Check Stop and closing action for ZH308 files in Clearing"
"44146","Check VecozoEmulator upgrade to work with GDSSOAP channel files"
"44147","Check different Error Codes for Clearing (IAs) in VecozoEmulator"
"44148","Check different promises in VecozoEmulator for VMSSOAP channel files"
"44149","Check credit line for GDSv2 (if it is accepted)"
"44150","Check if PCL999 GDSv2 is not going to clearing"
"44151","Check VMSSOAP channel folder content and its content"
"44152","Check GDSv1 and v2 Header dates changes (different dates)"
"44153","Check GDSv1 and v2 Header dates changes (same dates)"
"44154","Log in to IMD rules, edit rule(flags/description/tags), check rule history is updated"
"44155","Check entities udate (date of edit), uby(agent name) in database (SELECT TOP 10 *   FROM [IMD_RuleCatalogue].[Validation].[Rules]   order by udate desc)"
"44156","Upload invalid CHA IM001, check report C001 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44157","Upload invalid CHA IM002, check report C002 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44158","Upload valid CHA IM002, playment should be visible in TIM"
"44159","Upload valid CHA IM001, should be visible in tim"
"44160","Generate C003, change date of settlement of paid im001 (using im002) to today, in matching/finance, daily overview cha, find settlement, check it, send"
"44161","GDS invalid file structure( missing < or /> or headers or empty </> in different levels of file) (GDS version 1 and 2)"
"44162","send invalid GDS file to invalid BA contract type (eg. wrong care type) via inzicht, sftp, folder"
"44163","Send valid GDS  file to invalid ba contract (contract not started)"
"44164","send valid GDS files to valid ba contract, should be visible in TIM"
"44165","Prepare and send multiple GDS files at once (folder, sftp, inzicht)"
"44166","Send IM002 then IM001"
"44167","Send GDS file with delivery date < contract start date"
"44168","Send  MZ301 file with treatment j001, 20$, contract:  no cov, enabled ic validation, nza validation, agb validation in aquisition box, dental care"
"44169","Check IMD_Audit.dbo.Audit has new data after sending files"
"44170","Check services started, logs are present"
"44171","Check LH files with validation of each rules: NZa/AGB/Insurer/RBC"
"44172","Send clearable LH, some lines need to be merged, insurer answer - clear again, inzicht  action clear again"
"44173","After tests ErrorQueue and IMD Queries should be processed and be empty"
"44174","Prepare and process AP304 file with/without errors (rules in IMD) - CHECK IN DETAILS PROVISION MODEL MADE BY TIM"
"44175","Log in to IMD rules, edit rule(flags/description/tags), check rule history is updated"
"44176","Check entities udate (date of edit), uby(agent name) in database (SELECT TOP 10 *   FROM [IMD_RuleCatalogue].[Validation].[Rules]   order by udate desc)"
"44177","Upload invalid CHA IM001, check report C001 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44178","Upload invalid CHA IM002, check report C002 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44179","Upload valid CHA IM002, playment should be visible in TIM"
"44180","Upload valid CHA IM001, should be visible in tim"
"44181","Generate C003, change date of settlement of paid im001 (using im002) to today, in matching/finance, daily overview cha, find settlement, check it, send"
"44182","GDS invalid file structure( missing < or /> or headers or empty </> in different levels of file) (GDS version 1 and 2)"
"44183","send invalid GDS file to invalid BA contract type (eg. wrong care type) via inzicht, sftp, folder"
"44184","Send valid GDS  file to invalid ba contract (contract not started)"
"44185","send valid GDS files to valid ba contract, should be visible in TIM"
"44186","Prepare and send multiple GDS files at once (folder, sftp, inzicht)"
"44187","Send IM002 then IM001"
"44188","Send GDS file with delivery date < contract start date"
"44189","Send  MZ301 file with treatment j001, 20$, contract:  no cov, enabled ic validation, nza validation, agb validation in aquisition box, dental care"
"44190","Check IMD_Audit.dbo.Audit has new data after sending files"
"44191","Check services started, logs are present"
"44192","Check LH files with validation of each rules: NZa/AGB/Insurer/RBC"
"44193","Send clearable LH, some lines need to be merged, insurer answer - clear again, inzicht  action clear again"
"44194","After tests ErrorQueue and IMD Queries should be processed and be empty"
"44195","Prepare and process AP304 file with/without errors (rules in IMD) - CHECK IN DETAILS PROVISION MODEL MADE BY TIM"
"44196","Log in to IMD rules, edit rule(flags/description/tags), check rule history is updated"
"44197","Check entities udate (date of edit), uby(agent name) in database (SELECT TOP 10 *   FROM [IMD_RuleCatalogue].[Validation].[Rules]   order by udate desc)"
"44198","Upload invalid CHA IM001, check report C001 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44199","Upload invalid CHA IM002, check report C002 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44200","Upload valid CHA IM002, playment should be visible in TIM"
"44201","Upload valid CHA IM001, should be visible in tim"
"44202","Generate C003, change date of settlement of paid im001 (using im002) to today, in matching/finance, daily overview cha, find settlement, check it, send"
"44203","GDS invalid file structure( missing < or /> or headers or empty </> in different levels of file) (GDS version 1 and 2)"
"44204","send invalid GDS file to invalid BA contract type (eg. wrong care type) via inzicht, sftp, folder"
"44205","Send valid GDS  file to invalid ba contract (contract not started)"
"44206","send valid GDS files to valid ba contract, should be visible in TIM"
"44207","Prepare and send multiple GDS files at once (folder, sftp, inzicht)"
"44208","Send IM002 then IM001"
"44209","Send GDS file with delivery date < contract start date"
"44210","Send  MZ301 file with treatment j001, 20$, contract:  no cov, enabled ic validation, nza validation, agb validation in aquisition box, dental care"
"44211","Check IMD_Audit.dbo.Audit has new data after sending files"
"44212","Check services started, logs are present"
"44213","Check LH files with validation of each rules: NZa/AGB/Insurer/RBC"
"44214","Send clearable LH, some lines need to be merged, insurer answer - clear again, inzicht  action clear again"
"44215","After tests ErrorQueue and IMD Queries should be processed and be empty"
"44216","Prepare and process AP304 file with/without errors (rules in IMD) - CHECK IN DETAILS PROVISION MODEL MADE BY TIM"
"44217","test"
"44218","Log in to IMD rules, edit rule(flags/description/tags), check rule history is updated"
"44219","Check entities udate (date of edit), uby(agent name) in database (SELECT TOP 10 *   FROM [IMD_RuleCatalogue].[Validation].[Rules]   order by udate desc)"
"44220","Upload invalid CHA IM001, check report C001 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44221","Upload invalid CHA IM002, check report C002 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44222","Upload valid CHA IM002, playment should be visible in TIM"
"44223","Upload valid CHA IM001, should be visible in tim"
"44224","Generate C003, change date of settlement of paid im001 (using im002) to today, in matching/finance, daily overview cha, find settlement, check it, send"
"44225","GDS invalid file structure( missing < or /> or headers or empty </> in different levels of file) (GDS version 1 and 2)"
"44226","send invalid GDS file to invalid BA contract type (eg. wrong care type) via inzicht, sftp, folder"
"44227","Send valid GDS  file to invalid ba contract (contract not started)"
"44228","send valid GDS files to valid ba contract, should be visible in TIM"
"44229","Prepare and send multiple GDS files at once (folder, sftp, inzicht)"
"44230","Send IM002 then IM001"
"44231","Send GDS file with delivery date < contract start date"
"44232","Send  MZ301 file with treatment j001, 20$, contract:  no cov, enabled ic validation, nza validation, agb validation in aquisition box, dental care"
"44233","Check IMD_Audit.dbo.Audit has new data after sending files"
"44234","Check services started, logs are present"
"44235","Check LH files with validation of each rules: NZa/AGB/Insurer/RBC"
"44236","Send clearable LH, some lines need to be merged, insurer answer - clear again, inzicht  action clear again"
"44237","After tests ErrorQueue and IMD Queries should be processed and be empty"
"44238","Prepare and process AP304 file with/without errors (rules in IMD) - CHECK IN DETAILS PROVISION MODEL MADE BY TIM"
"44239","Log in to IMD rules, edit rule(flags/description/tags), check rule history is updated"
"44240","Check entities udate (date of edit), uby(agent name) in database (SELECT TOP 10 *   FROM [IMD_RuleCatalogue].[Validation].[Rules]   order by udate desc)"
"44241","Upload invalid CHA IM001, check report C001 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44242","Upload invalid CHA IM002, check report C002 \\sftp01.imfint.local\d$\sftp\users\user\{environmentNumber}\ImdMdmaResponseGenerator\"
"44243","Upload valid CHA IM002, playment should be visible in TIM"
"44244","Upload valid CHA IM001, should be visible in tim"
"44245","Generate C003, change date of settlement of paid im001 (using im002) to today, in matching/finance, daily overview cha, find settlement, check it, send"
"44246","GDS invalid file structure( missing < or /> or headers or empty </> in different levels of file) (GDS version 1 and 2)"
"44247","send invalid GDS file to invalid BA contract type (eg. wrong care type) via inzicht, sftp, folder"
"44248","Send valid GDS  file to invalid ba contract (contract not started)"
"44249","send valid GDS files to valid ba contract, should be visible in TIM"
"44250","Prepare and send multiple GDS files at once (folder, sftp, inzicht)"
"44251","Send IM002 then IM001"
"44252","Send GDS file with delivery date < contract start date"
"44253","Send  MZ301 file with treatment j001, 20$, contract:  no cov, enabled ic validation, nza validation, agb validation in aquisition box, dental care"
"44254","Check IMD_Audit.dbo.Audit has new data after sending files"
"44255","Check services started, logs are present"
"44256","Check LH files with validation of each rules: NZa/AGB/Insurer/RBC"
"44257","Send clearable LH, some lines need to be merged, insurer answer - clear again, inzicht  action clear again"
"44258","After tests ErrorQueue and IMD Queries should be processed and be empty"
"44259","Prepare and process AP304 file with/without errors (rules in IMD) - CHECK IN DETAILS PROVISION MODEL MADE BY TIM"
"44260","ARP Expirator Check PA compliance Check"
"44261","ARP Expirator Prepare Invoice DD - ready TC"
"44262","Rating - Create New BA - different typ of contracts"
"44263","Rating - Put ClaimFiles for different contracts"
"44264","Redelivery on Claim"
"44265","Ressurect claim"
"44266","Calculate cost for claim Admin Cost/CMIB Cost"
"44267","Calculate cost for claim Legal Interest Cost"
"44268","Prepare cleareable claim - reject from IC to print"
"44269","Prepare cleareable claim - reject from IC to stop"
"44270","Prepare Annex"
"44271","Cancel digital duning to printed to see fees calulation"
"44272","Open digital claim to see fees calulation"
"44273","Queries to check for charging"
"44274","Prepare standard settlement for BA and settle it till POF"
"44275","Prepare ROBP settlement for BA and settle it till POF"
"44276","Change date on Settlement, settle settlement"
"44277","Add correction to settlement"
"44278","Remove correction from settlement"
"44279","Check the""Back to search results"" button"
"44280","Check the filter button for the 'From bank' field"
"44281","Check the filter button for the 'From name (Address)' field"
"44282","Check the filter button for the 'Reference' field"
"44283","Check the filter button for the 'Amount' field"
"44284","Checking the Reason option in the ""Add payback"" window"
"44285","Check amounts with dots on payment view"
"44286","Check amounts with comma on payment view"
"44288","Prepare a BA Factoring Compleet and put claim with amount >€5000 to get MRE"
"44289","Check Index request to TIMWebApiClaimReceipt"
"44290","Check Confirm request to TIMWebApiClaimReceipt"
"44291","Check ClaimReceipt request to TIMWebApiClaimReceipt"
"44294","Sending files to folder"
"44295","Sending files to SFTP"
"44296","Downloading files by SFTP  "
"44297","Downloading files by folder"
"44298","Sending to Vecozo Emulator"
"44299","Downloading from Vecozo Emulator"
"44300","Check clearing for plain files like MZ/ZH/LH"
"44301","Check clearing for xml files like GDS"
"44302","Check Channel VSP"
"44303","Sending files to folder"
"44304","Sending files to SFTP"
"44305","Downloading files by SFTP  "
"44306","Downloading files by folder"
"44307","Sending to Vecozo Emulator"
"44308","Downloading from Vecozo Emulator"
"44309","Check clearing for plain files like MZ/ZH/LH"
"44310","Check clearing for xml files like GDS"
"44311","Check Channel VSP"
"44312","Check channel EDP"
"44315","[Inzicht] Authentication: Log in to inzicht2"
"44316","[Inzicht] Authentication: Logout of inzicht2"
"44317","[Inzicht] Authentication: Reset a password"
"44318","[Inzicht] Authentication: Invalid username"
"44319","[Inzicht] Accounts: Business Owner"
"44320","[Inzicht] Search patient widget: Upload of NOT accepted vxd"
"44321","[Inzicht] Search patient widget: Upload of NOT accepted wsc"
"44322","[Inzicht] Search patient widget: Upload of NOT accepted wsf"
"44323","Settlement: details and settlement calcualtion"
"44324","Settlement - Retrocession this delivery: Header calculation"
"44325","Settlement - Retrocession this delivery: Add a retrocession"
"44326","Settlement - Retrocession this delivery: Add a partial stopped retrocession"
"44327","Settlement - Retrocession this delivery: Checkbox"
"44328","Settlement - Retrocession past deliveries: Header calculation"
"44329","Settlement - Retrocession past deliveries: Add a retrocession"
"44330","Settlement - Retrocession past deliveries: Checkbox"
"44331","Email: Available actions email"
"44332","Terms & conditions: Adding a new terms to the page"
"44333","[Inzicht] Authentication: Invalid Password"
"44334","[Inzicht] Authentication: Block a user"
"44335","[Inzicht] Authentication: Unblock a user"
"44336","[Inzicht] Accounts: Assistent"
"44337","[Inzicht] Accounts: Read(/view) only"
"44338","[Inzicht] Search patient widget: Patient name search"
"44339","[Inzicht] Search patient widget: patient number search"
"44340","[Inzicht] Search patient widget: Birthdate search"
"44341","[Inzicht] Search patient widget: Zipcode search"
"44342","[Inzicht] Search patient widget: House number (+additions) search"
"44343","[Inzicht] Search patient widget: Combined search"
"44344","[Inzicht] Search patient widget: Invoice number search"
"44345","[Inzicht] Search patient widget: Upload of NOT accepted files"
"44346","[Inzicht] Search patient widget: Upload a claimfile"
"44347","[Inzicht] Search patient widget: Upload a zip-file containing claimfiles"
"44348","[Inzicht] Search patient widget: Duplicate claimfile"
"44349","[Inzicht] Revenue widget: Change renenue amount"
"44350","[Inzicht] Financial widget: Hide/show financial state"
"44351","[Inzicht] financial widget: Increase amount"
"44352","[Inzicht] financial widget: Decrease amount"
"44353","[Inzicht] financial widget: Decrease amount below zero"
"44354","[Inzicht] Latest messages: Add a message"
"44355","[Inzicht] Navigation bar: Using the home button"
"44356","[Inzicht] Navigation bar: Factoring menu"
"44357","[Inzicht] Navigation bar: Multi user selector"
"44358","[Inzicht] Navigation bar: Notification menu"
"44359","[Inzicht] Navigation bar: Profile menu"
"44360","[Inzicht] Navigation bar: Message button"
"44361","[Inzicht] Upload claimfile: Upload a zip-file containing only claimfiles"
"44362","[Inzicht] Upload claimfile: Upload of Non-claimfile"
"44363","[Inzicht] Upload claimfile: Rejected due to total number of patients"
"44364","[Inzicht] Upload claimfile: Rejected due to total number of debtors"
"44365","[Inzicht] Upload claimfile: Rejected due to total number of treatments"
"44366","[Inzicht] Upload claimfile: Rejected due to total number of comments"
"44367","[Inzicht] Upload claimfile: Rejected due to total number of records"
"44368","[Inzicht] Upload claimfile: Rejected due to total cash amount"
"44369","[Inzicht] Upload claimfile: Rejected due to duplicate claimfile (not unique)"
"44370","[Inzicht] nota meldingen: Generate a ""nota melding"""
"44371","[Inzicht] Create message in InZicht and check presence in TIM"
"44372","[inzicht] Create message in InZicht, mark as completed in TIM and check status in InZicht"
"44373","[inzicht] Create message in InZicht, answer in TIM and resolve in InZicht"
"44374","[Inzicht] Search patient widget: Upload of NOT accepted jpg"
"44375","[Inzicht] Search patient widget: Upload of NOT accepted bas"
"44376","[Inzicht] Search patient widget: Upload of NOT accepted bat"
"44377","[Inzicht] Search patient widget: Upload of NOT accepted bin"
"44378","[Inzicht] Search patient widget: Upload of NOT accepted cmd"
"44379","[Inzicht] Search patient widget: Upload of NOT accepted com"
"44380","[Inzicht] Search patient widget: Upload of NOT accepted cpl"
"44381","[Inzicht] Search patient widget: Upload of NOT accepted dll"
"44382","[Inzicht] Search patient widget: Upload of NOT accepted doc"
"44383","[Inzicht] Search patient widget: Upload of NOT accepted exe"
"44384","[Inzicht] Search patient widget: Upload of NOT accepted jar"
"44385","[Inzicht] Search patient widget: Upload of NOT accepted js"
"44386","[Inzicht] Search patient widget: Upload of NOT accepted jse"
"44387","[Inzicht] Search patient widget: Upload of NOT accepted msi"
"44388","[Inzicht] Search patient widget: Upload of NOT accepted msp"
"44389","[Inzicht] Search patient widget: Upload of NOT accepted pdf"
"44390","[Inzicht] Search patient widget: Upload of NOT accepted pif"
"44391","[Inzicht] Search patient widget: Upload of NOT accepted ppt"
"44392","[Inzicht] Search patient widget: Upload of NOT accepted ps1"
"44393","[Inzicht] Search patient widget: Upload of NOT accepted reg"
"44394","[Inzicht] Search patient widget: Upload of NOT accepted scr"
"44395","[Inzicht] Search patient widget: Upload of NOT accepted sct"
"44396","[Inzicht] Search patient widget: Upload of NOT accepted sys"
"44397","[Inzicht] Search patient widget: Upload of NOT accepted url"
"44398","[Inzicht] Search patient widget: Upload of NOT accepted vb"
"44399","[Inzicht] Search patient widget: Upload of NOT accepted vbe"
"44400","[Inzicht] Search patient widget: Upload of NOT accepted vbs"
"44401","[Inzicht] Search patient widget: Upload of NOT accepted vbscript"
"44402","[Inzicht] InsertNewTermsAndConditionFileAndCheckIfModalAppearsInInzicht"
"44403","[Inzicht] InsertNewTermsAndConditionFileThenAgreeAndCheckIfModalIsHiddenInInzicht"
"44404","[Inzicht] InsertNewProcessAgreementFileAndCheckIfModalAppearsInInzicht"
"44405","[Inzicht] InsertNewProcessAgreementFileThenAgreeAndCheckIfModalIsHiddenInInzicht"
"44406","[Inzicht] Overzicht acties: Layout"
"44407","[Inzicht] Overzicht acties: Add an openstaande actie"
"44408","[Inzicht] Overzicht acties: Remove an openstaande actie"
"44409","[Inzicht] Overzicht acties: Add a niet verwerkte, Incorrect nota's"
"44410","[Inzicht] Overzicht acties: Remove a niet verwerkte, Incorrect nota's"
"44411","[Inzicht] Overzicht acties: Add a nieuwe geblokkeerde patient"
"44412","[Inzicht] Overzicht acties: Remove a nieuwe geblokkeerde patient"
"44413","[Inzicht] Overzicht acties: Add a nieuwe gedeblokkeerde patient"
"44414","[Inzicht] Overzicht acties: Remove a nieuwe gedeblokkeerde patient"
"44415","[Inzicht] Overzicht acties: Add a niet verwerkte retrocessies"
"44416","[Inzicht] Overzicht acties: Remove a niet verwerkte retrocessie"
"44417","[Inzicht] Overzicht acties: Openstaande notameldingen"
"44418","[Inzicht] Overzicht acties: Remove an openstaande nota melding"
"44419","[Inzicht] Overzicht acties: Openstaande overige berichten"
"44420","[Inzicht] Overzicht acties: Remove an openstaande overige bericht"
"44421","[Inzicht] Create BA message and try answering on each side"
"44422","[Inzicht] InsertNewTermsAndConditionExpireAndCheckIfCannotBeDismissed"
"44423","[Inzicht] InsertProcessAgreementExpireAndCheckIfCannotBeDismissed"
"44424","[Inzicht] InsertProcessAgreementAndCheckIFStillApearsAfterClosing"
"44425","[Inzicht] InsertTermsAndConditionsAndCheckIFStillApearsAfterClosing"
"44426","[Inzicht] InsertProcessAgreementViaTIMAndCheckIfDisappearsAfterAgreeing"
"44427","[Inzicht] InsertTermsAndConditionsViaTIMAndCheckIfDisappearsAfterAgreeing"
"44428","[Inzicht] InsertTermsAndConditionsAcceptAndCheckIfDisappears"
"44429","[Inzicht] InsertProcessAgreementAcceptAndCheckIfDisappears"
"44430","[Inzicht] InsertContractRemainderAndCheckIfAppearsInInzicht"
"44431","[Inzicht] InsertApprovalAndCheckIfAppearsInInzicht"
"44432","[Inzicht] Accounts: Multi user account"
"44433","[Inzicht] claimfile details - Incorrect claim and treatment: Correctly shows claim data"
"44434","[Inzicht] Claimfile details - Incorrect claim and treatment: correctly shows treatment data"
"44435","[Inzicht] claimfile details - Incorrect claim and treatment: Partial incorrect invoice"
"44436","[Inzicht] Claimfile details - Incorrect claim and treatment: header calculate is correct"
"44437","[Inzicht] Claimfile details - accepted claim: Correctly shown claim data"
"44438","[Inzicht] claimfile details - Accepted claim: header calculation is correct"
"44439","[Inzicht] claimfile details - Retrocession: Add a retrocession"
"44440","[Inzicht] claimfile details - Retrocession: Add multiple retrocession"
"44441","[Inzicht] Claimfile details: Retrocession: Use checkbox functionality"
"44442","[Inzicht] Claimfile details: Retrocession: Use multiple checkboxes"
"44443","[Inzicht] Claimfile details: Retrocession: Partial stop retrocession"
"44444","[Inzicht] Claimfile details: Retrocession: Header calculation is correct"
"44445","[Inzicht] Claimfile details: Contribution: Adding a contribution"
"44446","[Inzicht] Retrocession: Add a retrocession by full stop claim"
"44447","[Inzicht] Retrocession: Add a retrocession by partial stop claim"
"44448","[Inzicht] Retrocession: using checkboxes"
"44449","[Inzicht] Retrocession: switching between pages"
"44450","[Inzicht] Retrocession: show only unchecked retrocessions"
"44451","[Inzicht] Retrocession: download csv and excel"
"44452","[Inzicht] Retrocession: verrekend met betaling"
"44453","[Inzicht] Retrocession: datum retrocessie lijst"
"44454","[Inzicht] Search patient: patient name"
"44455","[Inzicht] Search patient: patient number"
"44456","[Inzicht] Search patient: birth date"
"44457","[Inzicht] Search patient: zip code"
"44458","[Inzicht] Search patient: clear all fields"
"44459","[Inzicht] Search patient: patient details link"
"44460","[Inzicht] Patient details: all data is shown correctly"
"44461","[Inzicht] Patient details: Claim Calculation Check"
"44462","[Inzicht] Patient details: Details link"
"44463","[Inzicht] Patient details: Filtering claim number"
"44464","[Inzicht] Patient details: Filtering claim date"
"44465","[Inzicht] Patient details: Filtering claim status"
"44466","[Inzicht] Blocked patiënts: Add a blocked patient"
"44467","[Inzicht] Blocked patiënts: Details link"
"44468","[Inzicht] Blocked patiënts: Create a Blocked patient via TIM"
"44469","[Inzicht] Blocked patiënts: Update a bad debtor via TIM"
"44470","[Inzicht] Blocked patiënts: using checkboxes"
"44471","[Inzicht] Blocked patiënts: Downloading files"
"44472","[Inzicht] Unblocked patiënts: Unblock a blocked patient"
"44473","[Inzicht] Unblocked patiënts: Unblock a patient with a filled Checkbox"
"44474","[Inzicht] Unblocked patiënts: Details link"
"44475","[Inzicht] Unblocked patiënts: using the checkboxes"
"44476","[Inzicht] Unblocked patiënts: Downloading files"
"44477","[Inzicht] Financial state: Add an expected settlement"
"44478","[Inzicht] Financial state: Add an delivered claimfile"
"44479","[Inzicht] Settlement: Betalingspecificaite & overzichtverrekende notas in it"
"44480","Settlement - claimfiles: Correctly shown claim data"
"44481","Settlement - Costs and discounts: Header calculate is correct"
"44482","Settlement - Costs and discounts: Correctly show a costs and discounts entry"
"44483","Settlement - Retrocession past deliveries: Add a partial stopped retrocession"
"44484","Settlement - Corrections: Payment received after stopped claim"
"44485","All claim: add a claim"
"44486","All claims: filtering claim number"
"44487","All claims: filtering patient number"
"44488","All claims: filtering patient name"
"44489","All claims: filtering birthdate"
"44490","All claims: filtering by status"
"44491","All claims: Details link"
"44492","All claims: Downloading files"
"44493","Document: Add a document"
"44494","Document: Open/download a document"
"44495","Claim details: Closing stop"
"44496","Claim details: Full stop"
"44497","Claim details: Stop several treatment"
"44498","Claim details: All items to claim history"
"44499","Claim details: Change address"
"44500","Action list - Adress change: acknowledge"
"44501","Action list - Complaint: Honoring complaint (partial stop)"
"44502","Action list - Complaint: Honoring complaint (full stop)"
"44503","Action list - Complaint: Complaint rejected"
"44504","Action list - Collection: wait 10 more days"
"44505","Action list - Collection: go to collection"
"44506","Action list - Bailiff: wait 10 more days"
"44507","Action list - Bailiff: go to bailiff"
"44508","Action list - holiday: add a holiday while an action is on the list"
"44509","Action list - holiday: add an action is on the list after a holiday is set"
"44510","Claim annotations: Add open notamelding"
"44511","Claim annotations: Resolve a claim annotation"
"44512","Other messages: Add an overige bericht"
"44513","Other messages: Send a reply"
"44514","Other messages: Resolve a overig bericht"
"44515","Email: confirmation report"
"44516","Email: payment specification"
"44517","Email: Retrocession overview"
"44518","Email: ROBP (Request over balance payment)"
"44519","Email: Incorrecte behandelingen of notas"
"44520","Holidays: delete holiday"
"44521","Terms & conditions: approving terms and conditions"
"44522","[Inzicht] Login to Inzicht"
"44523","[Inzicht] Logout from Inzicht"
"44524","[Inzicht] Reset password"
"44525","[Inzicht] Upload claimfiles"
"44526","[Inzicht] Download excel and csv"
"44527","[Inzicht] Bulk address change"
"44528","[Inzicht] Stop claim"
"44529","[Inzicht] Using checkboxes for own reference"
